,X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE
3847274,2.0150614213e+13,-77.16364,38.95731,KDIX,G1,141,246,-999,-999,-999.0
3847335,2.0150614213e+13,-77.16148,38.95457,KDOX,Y2,81,276,0,30,0.5
3847356,2.0150614213e+13,-77.13988,38.95019,KAKQ,W5,118,357,0,60,0.5
3847843,2.01506142133e+13,-77.12131,38.928,KDIX,G1,140,245,-999,-999,-999.0
3848051,2.01506142134e+13,-77.11203,38.91068,KADW,S1,18,316,0,60,0.5
3848595,2.01506142137e+13,-77.09441,38.91837,KAKQ,W5,116,358,0,40,0.5
3848951,2.0150614214e+13,-77.07857,38.92647,KDOX,Y2,77,275,0,60,0.5
3849355,2.01506142142e+13,-77.05083,38.90259,KAKQ,W5,115,359,0,70,0.5
3849547,2.01506142143e+13,-77.04679,38.90833,KLWX,R8,21,101,0,10,0.5
3850148,2.01506142147e+13,-77.06447,38.91389,KIAD,L4,24,115,0,20,0.5
3900703,2.01506150706e+13,-76.99781,39.39642,KLWX,L7,34,42,0,80,0.5
3900819,2.0150615071e+13,-76.99896,39.38787,KCCX,G1,103,153,0,30,0.5
3900839,2.01506150711e+13,-76.98624,39.38291,KDIX,Q6,124,255,0,50,0.5
3900935,2.01506150715e+13,-76.96564,39.38769,KDIX,Q6,123,255,0,10,0.5
3922088,2.01506152031e+13,-77.16806,39.37163,KLWX,X0,28,32,0,30,0.5
3922090,2.01506152031e+13,-77.16872,39.36687,KAKQ,N0,143,357,-999,-999,-999.0
3922395,2.01506152034e+13,-77.18161,39.38665,KDOX,W7,88,293,0,30,0.5
3922481,2.01506152035e+13,-77.36061,39.2194,KAKQ,E0,135,353,-999,-999,-999.0
3922482,2.01506152035e+13,-77.16988,39.38354,KAKQ,N0,144,357,-999,-999,-999.0
3922509,2.01506152036e+13,-77.15923,39.36722,KLWX,X0,28,33,0,30,0.5
3922652,2.01506152037e+13,-77.16424,39.38461,KCCX,S5,100,157,0,30,0.5
3922788,2.01506152038e+13,-77.16167,39.38042,KDOX,W7,87,293,0,10,0.5
3922830,2.01506152039e+13,-77.14244,39.37302,KIAD,W0,25,46,0,10,0.5
3923313,2.01506152044e+13,-77.11595,39.38543,KAKQ,Q0,144,358,-999,-999,-999.0
3927081,2.01506152119e+13,-77.38701,39.26596,KLWX,Q2,18,15,0,50,0.5
3927136,2.0150615212e+13,-77.3919,39.33016,KPBZ,A7,149,118,-999,-999,-999.0
3927279,2.01506152121e+13,-77.3947,39.32958,KIAD,N2,16,23,0,30,0.5
3927346,2.01506152121e+13,-77.39167,39.33603,KDCA,R1,40,330,0,60,0.5
3927364,2.01506152122e+13,-77.36869,39.26908,KAKQ,L0,138,353,-999,-999,-999.0
3927442,2.01506152122e+13,-77.36952,39.26858,KDOX,U6,94,287,0,40,0.5
3927446,2.01506152122e+13,-77.37153,39.33593,KDIX,J1,142,256,-999,-999,-999.0
3927593,2.01506152124e+13,-77.37005,39.31026,KCCX,G6,101,163,0,40,0.5
3927690,2.01506152124e+13,-77.36481,39.26706,KPBZ,J0,152,119,-999,-999,-999.0
3927858,2.01506152126e+13,-77.3633,39.23596,KAKQ,L0,136,353,-999,-999,-999.0
3927873,2.01506152126e+13,-77.34414,39.2122,KDIX,E9,143,253,-999,-999,-999.0
3927882,2.01506152126e+13,-77.33732,39.23367,KDOX,W9,92,286,0,30,0.5
3927950,2.01506152127e+13,-77.344,39.26786,KIAD,A2,14,38,0,10,0.5
3927984,2.01506152127e+13,-77.34749,39.22001,KDCA,H2,33,327,0,60,0.5
3928179,2.01506152128e+13,-77.34639,39.2585,KPBZ,J0,153,119,-999,-999,-999.0
3928355,2.0150615213e+13,-77.30584,39.1908,KAKQ,L0,133,354,-999,-999,-999.0
3928687,2.01506152133e+13,-77.30957,39.24138,KPBZ,J0,155,119,-999,-999,-999.0
3928744,2.01506152133e+13,-77.3308,39.16833,KDCA,H2,30,325,0,20,0.5
3928862,2.01506152134e+13,-77.25635,39.19462,KAKQ,L0,133,355,-999,-999,-999.0
3929167,2.01506152137e+13,-77.35882,38.96437,KADW,Y0,29,304,0,20,0.5
3929348,2.01506152138e+13,-77.2037,39.16445,KAKQ,L0,131,356,-999,-999,-999.0
3929425,2.01506152139e+13,-77.32961,38.95934,KDCA,T1,21,305,0,30,0.5
3929808,2.01506152143e+13,-77.15253,39.13352,KAKQ,L0,129,357,-999,-999,-999.0
4080760,2.01506180256e+13,-77.36599,39.25252,KAKQ,L7,137,353,-999,-999,-999.0
4081071,2.015061803e+13,-77.38611,39.08196,KAKQ,Z5,127,352,-999,-999,-999.0
4081334,2.01506180304e+13,-77.33912,39.08692,KAKQ,Z5,127,353,-999,-999,-999.0
4081654,2.01506180308e+13,-77.29202,39.09123,KAKQ,Z5,127,354,-999,-999,-999.0
4081658,2.01506180308e+13,-77.008,39.32017,KAKQ,J8,140,360,-999,-999,-999.0
4081979,2.01506180312e+13,-77.24675,39.1115,KAKQ,Z5,128,355,-999,-999,-999.0
4082256,2.01506180316e+13,-76.95595,39.30311,KAKQ,Y8,139,1,-999,-999,-999.0
4084632,2.01506180353e+13,-77.15599,39.18352,KAKQ,R1,132,357,-999,-999,-999.0
4121902,2.01506181902e+13,-77.38711,39.38973,KDOX,G0,97,291,0,10,0.5
4122552,2.01506181906e+13,-77.35836,39.07389,KDOX,O0,91,280,0,20,0.5
4122923,2.01506181909e+13,-77.31838,39.37547,KCCX,H4,98,161,0,10,0.5
4122924,2.01506181909e+13,-77.32581,39.07708,KCCX,Q4,115,164,0,10,0.5
4123713,2.01506181914e+13,-77.31419,39.39844,KDOX,G0,94,292,0,10,0.5
4124511,2.01506181917e+13,-77.29409,39.39251,KDOX,G0,93,292,0,20,0.5
4125008,2.01506181919e+13,-77.28363,39.38478,KCCX,H4,98,160,0,20,0.5
4125092,2.0150618192e+13,-77.24394,39.06488,KADW,B0,29,320,0,20,0.5
4126706,2.01506181928e+13,-77.14691,39.04819,KDOX,O0,81,280,0,20,0.5
4127407,2.01506181932e+13,-77.17253,39.02716,KDOX,O0,82,279,0,30,0.5
4128717,2.01506181938e+13,-77.38029,39.22282,KDCA,S0,34,325,0,40,0.5
4128718,2.01506181938e+13,-77.136,39.34396,KDCA,C0,36,347,30,70,0.75
4128807,2.01506181939e+13,-77.13456,39.34327,KBWI,C0,28,303,0,60,0.5
4129026,2.0150618194e+13,-77.09239,39.32781,KLWX,O1,28,41,0,60,0.75
4129110,2.0150618194e+13,-77.37756,39.22175,KCCX,X5,106,164,0,10,0.5
4129119,2.0150618194e+13,-77.13144,39.32292,KCCX,W5,104,157,10,80,0.75
4129335,2.01506181942e+13,-77.10419,39.31037,KDOX,G0,83,291,30,80,0.75
4129892,2.01506181944e+13,-77.39036,39.3642,KIAD,L1,18,21,0,50,0.5
4129893,2.01506181944e+13,-77.08384,39.31633,KIAD,N0,25,56,0,60,0.5
4129980,2.01506181944e+13,-77.07624,39.31908,KDCA,C0,34,351,40,70,1.0
4129982,2.01506181944e+13,-77.06927,39.31121,KLWX,O1,28,44,30,70,1.25
4130033,2.01506181945e+13,-77.09533,39.31802,KDIX,B0,130,254,-999,-999,-999.0
4130050,2.01506181945e+13,-77.08533,39.31008,KBWI,C0,25,302,20,60,0.75
4130085,2.01506181945e+13,-77.3851,39.35672,KBGM,X0,182,201,-999,-999,-999.0
4130118,2.01506181945e+13,-77.08401,39.30467,KDOX,G0,82,291,40,90,1.0
4130146,2.01506181945e+13,-77.07849,39.30409,KCCX,W5,106,156,40,100,1.0
4130546,2.01506181947e+13,-77.06005,39.30311,KAKQ,B1,139,359,-999,-999,-999.0
4130553,2.01506181947e+13,-77.38487,39.36844,KAKQ,J0,144,353,-999,-999,-999.0
4130764,2.01506181948e+13,-77.36452,39.36798,KPBZ,O4,149,117,-999,-999,-999.0
4130904,2.01506181949e+13,-77.30419,39.19975,KDOX,L1,90,285,10,80,0.5
4130907,2.01506181949e+13,-77.04365,39.29327,KDOX,G0,80,291,40,90,1.0
4130908,2.01506181949e+13,-77.39913,39.36307,KDOX,D0,97,290,50,100,1.25
4130949,2.01506181949e+13,-77.31384,39.35472,KBGM,X0,181,200,-999,-999,-999.0
4130958,2.01506181949e+13,-77.27789,39.20809,KLWX,G3,17,35,0,50,0.5
4130962,2.01506181949e+13,-77.02424,39.29875,KLWX,O1,29,48,10,70,0.75
4130964,2.01506181949e+13,-77.37975,39.36751,KLWX,F1,24,12,30,100,1.25
4131085,2.0150618195e+13,-77.35087,39.3405,KDIX,A0,141,256,-999,-999,-999.0
4131086,2.0150618195e+13,-77.05977,39.28742,KDIX,B0,129,253,-999,-999,-999.0
4131175,2.0150618195e+13,-77.39036,39.3642,KIAD,H0,18,21,0,40,0.5
4131177,2.0150618195e+13,-77.04549,39.29983,KIAD,N0,26,60,10,80,0.5
4131184,2.0150618195e+13,-77.32112,39.18232,KCCX,L6,109,163,0,90,0.5
4131187,2.0150618195e+13,-77.03331,39.30139,KCCX,W5,107,155,50,90,1.25
4131188,2.0150618195e+13,-77.38845,39.35824,KCCX,W2,98,163,60,100,1.25
4131190,2.0150618195e+13,-77.32399,39.1921,KDCA,S0,31,327,10,70,0.75
4131192,2.0150618195e+13,-77.04573,39.28875,KDCA,C0,32,353,50,80,1.25
4131193,2.0150618195e+13,-77.37865,39.34181,KDCA,K0,40,331,70,100,1.75
4131286,2.01506181951e+13,-77.30347,39.1899,KBWI,Q0,32,281,10,80,0.75
4131287,2.01506181951e+13,-77.0488,39.29254,KBWI,C0,23,302,40,80,1.0
4131288,2.01506181951e+13,-77.37593,39.34542,KBWI,I0,38,294,50,90,1.25
4131488,2.01506181952e+13,-77.32688,39.35187,KPBZ,O4,151,117,-999,-999,-999.0
4131569,2.01506181952e+13,-77.30584,39.1908,KAKQ,F1,133,354,-999,-999,-999.0
4131574,2.01506181952e+13,-77.32664,39.34016,KAKQ,J0,142,354,-999,-999,-999.0
4131575,2.01506181952e+13,-77.05966,39.28642,KAKQ,B1,138,359,-999,-999,-999.0
4131797,2.01506181953e+13,-77.30419,39.19975,KDOX,L1,90,285,10,70,0.75
4131799,2.01506181953e+13,-77.02347,39.28757,KDOX,G0,79,291,50,80,1.25
4131800,2.01506181953e+13,-77.3381,39.34695,KDOX,D0,94,290,50,100,1.25
4131855,2.01506181953e+13,-77.32087,39.33894,KBGM,X0,182,200,-999,-999,-999.0
4131952,2.01506181954e+13,-77.25271,39.19298,KLWX,G3,17,40,0,50,0.5
4131955,2.01506181954e+13,-77.0032,39.27941,KLWX,O1,29,51,20,70,1.0
4131957,2.01506181954e+13,-77.32612,39.33862,KLWX,F1,23,19,40,100,1.5
4132159,2.01506181955e+13,-77.31541,39.30596,KDIX,A0,140,255,-999,-999,-999.0
4132160,2.01506181955e+13,-77.01909,39.29811,KDIX,B0,127,253,-999,-999,-999.0
4132244,2.01506181955e+13,-76.99572,38.96979,KCCX,Q6,126,158,-999,-999,-999.0
4132249,2.01506181955e+13,-77.27569,39.17571,KCCX,L6,110,162,0,60,0.5
4132251,2.01506181955e+13,-77.01561,39.27099,KCCX,W5,109,155,40,90,1.0
4132252,2.01506181955e+13,-77.29788,39.32801,KCCX,W2,101,161,70,100,1.5
4132265,2.01506181956e+13,-77.28927,39.33575,KPBZ,O4,153,117,-999,-999,-999.0
4132451,2.01506181956e+13,-77.33012,39.32163,KIAD,H0,17,33,0,30,0.5
4132452,2.01506181956e+13,-76.96662,38.98134,KIAD,U0,27,103,0,40,0.5
4132454,2.01506181956e+13,-77.0125,39.28731,KIAD,N0,27,63,0,70,0.5
4132553,2.01506181956e+13,-76.96426,38.98323,KDOX,O0,72,278,0,20,0.5
4132555,2.01506181956e+13,-77.26255,39.19177,KDOX,L1,88,285,10,70,0.5
4132558,2.01506181956e+13,-77.0033,39.28186,KDOX,G0,78,291,50,90,1.25
4132559,2.01506181956e+13,-77.30827,39.31077,KDOX,D0,92,289,60,100,1.5
4132579,2.01506181956e+13,-77.26339,39.18169,KDCA,S0,29,331,20,50,0.75
4132583,2.01506181956e+13,-77.00842,39.27481,KDCA,C0,31,356,60,80,1.5
4132585,2.01506181956e+13,-77.29785,39.31786,KDCA,K0,37,335,60,100,1.75
4132632,2.01506181957e+13,-76.99003,39.27113,KBWI,C0,20,303,40,80,1.0
4132633,2.01506181957e+13,-77.30215,39.30965,KBWI,I0,34,293,40,100,1.25
4132642,2.01506181957e+13,-77.26296,39.30613,KBGM,X0,183,199,-999,-999,-999.0
4132643,2.01506181957e+13,-76.99472,39.26269,KBGM,Y0,182,195,-999,-999,-999.0
4132708,2.01506181957e+13,-77.008,39.27009,KAKQ,B1,137,0,-999,-999,-999.0
4132710,2.01506181957e+13,-77.32201,39.30696,KAKQ,J0,140,354,-999,-999,-999.0
4132948,2.01506181959e+13,-77.21412,39.18798,KLWX,G3,18,45,0,30,0.5
4132962,2.01506181959e+13,-76.9727,39.27601,KLWX,O1,30,53,0,80,0.75
4132974,2.01506181959e+13,-77.27989,39.30563,KLWX,F1,22,26,60,100,1.75
4133056,2.01506181959e+13,-77.28019,39.28031,KPBZ,O4,155,118,-999,-999,-999.0
4133128,2.01506182e+13,-77.27933,39.27217,KDIX,A0,139,254,-999,-999,-999.0
4133130,2.01506182e+13,-76.98326,39.2688,KDIX,B0,126,252,-999,-999,-999.0
4133221,2.01506182e+13,-77.22092,39.18377,KDOX,L1,86,285,0,40,0.5
4133226,2.01506182e+13,-76.96297,39.27043,KDOX,G0,76,291,10,70,0.5
4133230,2.01506182e+13,-77.26739,39.30055,KDOX,D0,90,289,70,100,1.75
4133232,2.01506182e+13,-76.98795,38.95424,KCCX,Q6,127,158,-999,-999,-999.0
4133237,2.01506182e+13,-77.23657,39.18561,KCCX,L6,110,161,0,70,0.5
4133239,2.01506182e+13,-76.96939,39.26924,KCCX,W5,110,154,30,90,0.75
4133241,2.01506182e+13,-77.28424,39.29637,KCCX,W2,103,161,80,100,2.0
4133469,2.01506182001e+13,-77.26963,39.29026,KBGM,X0,184,199,-999,-999,-999.0
4133722,2.01506182002e+13,-76.95672,39.26973,KAKQ,B1,137,1,-999,-999,-999.0
4133724,2.01506182002e+13,-77.26791,39.29437,KAKQ,J0,139,355,-999,-999,-999.0
4133730,2.01506182002e+13,-76.96402,38.95265,KAKQ,L1,118,1,0,10,0.5
4133793,2.01506182002e+13,-77.21324,39.18785,KIAD,K1,16,67,0,20,0.5
4133794,2.01506182002e+13,-77.28007,39.29111,KIAD,H0,17,43,10,30,0.5
4133795,2.01506182002e+13,-76.97994,39.27267,KIAD,N0,28,66,0,50,0.5
4133801,2.01506182002e+13,-77.3918,38.94421,KDCA,E0,23,299,0,50,0.5
4133802,2.01506182002e+13,-77.21567,39.18201,KDCA,S0,28,335,0,60,0.5
4133803,2.01506182002e+13,-76.97361,39.276,KDCA,C0,31,359,30,80,1.0
4133805,2.01506182002e+13,-77.25563,39.29602,KDCA,K0,35,337,60,100,1.5
4133951,2.01506182003e+13,-76.92306,38.95218,KBWI,X0,16,239,0,20,0.5
4133952,2.01506182003e+13,-77.21919,39.17763,KBWI,Q0,28,281,0,20,0.5
4133957,2.01506182003e+13,-76.96808,39.26672,KBWI,C0,19,304,20,50,0.75
4133958,2.01506182003e+13,-77.26701,39.28821,KBWI,I0,32,292,30,100,1.0
4133961,2.01506182003e+13,-77.24299,39.26366,KPBZ,O4,157,118,-999,-999,-999.0
4134006,2.01506182003e+13,-76.91086,38.95101,KLWX,V1,27,93,0,20,0.5
4134011,2.01506182003e+13,-77.18429,39.18766,KLWX,G3,19,48,0,40,0.5
4134012,2.01506182003e+13,-76.93542,39.26384,KLWX,O1,31,56,0,50,0.5
4134018,2.01506182003e+13,-77.22977,39.28347,KLWX,F1,22,33,40,100,1.5
4134107,2.01506182004e+13,-76.92481,38.95888,KDOX,O0,70,277,0,20,0.5
4134111,2.01506182004e+13,-76.94281,39.26471,KDOX,G0,75,291,0,70,0.5
4134113,2.01506182004e+13,-77.39828,38.94337,KDOX,A1,92,275,0,70,0.5
4134115,2.01506182004e+13,-77.24695,39.29543,KDOX,D0,89,289,50,100,1.25
4134272,2.01506182005e+13,-77.23846,39.28239,KDIX,A0,137,254,-999,-999,-999.0
4134273,2.01506182005e+13,-76.94693,39.24024,KDIX,B0,125,251,-999,-999,-999.0
4134278,2.01506182005e+13,-77.36873,38.93044,KCCX,F6,123,166,0,70,0.5
4134280,2.01506182005e+13,-76.96021,39.25416,KCCX,W5,111,154,10,80,0.5
4134282,2.01506182005e+13,-77.23343,39.27469,KCCX,W2,105,160,50,100,1.25
4134341,2.01506182005e+13,-77.21036,39.25804,KBGM,X0,185,198,-999,-999,-999.0
4134737,2.01506182006e+13,-77.2244,39.25534,KPBZ,O4,158,118,-999,-999,-999.0
4134856,2.01506182007e+13,-77.21449,39.281,KAKQ,J0,138,356,-999,-999,-999.0
4134859,2.01506182007e+13,-77.35862,38.93329,KAKQ,M1,118,352,0,60,0.5
4134925,2.01506182007e+13,-76.90607,38.93713,KDOX,O0,69,276,0,20,0.5
4134926,2.01506182007e+13,-76.92265,39.25899,KDOX,G0,74,291,0,20,0.5
4134930,2.01506182007e+13,-77.37891,38.91582,KDOX,A1,91,274,0,60,0.5
4134934,2.01506182007e+13,-77.20609,39.28519,KDOX,D0,87,289,60,100,1.5
4134982,2.01506182008e+13,-76.92289,39.24865,KLWX,O1,31,58,0,10,0.5
4134983,2.01506182008e+13,-77.34018,39.30709,KLWX,E3,21,19,0,20,0.5
4134987,2.01506182008e+13,-77.15378,39.18546,KLWX,G3,20,51,0,40,0.5
4134992,2.01506182008e+13,-77.1963,39.2648,KLWX,F1,22,38,50,100,1.75
4135070,2.01506182008e+13,-77.18655,39.18048,KIAD,K1,17,70,0,20,0.5
4135073,2.01506182008e+13,-77.21258,39.25578,KIAD,H0,18,55,10,60,0.5
4135133,2.01506182008e+13,-77.1788,39.17637,KDCA,S0,27,338,0,30,0.5
4135134,2.01506182008e+13,-77.39436,39.29573,KDCA,W0,38,328,0,40,0.5
4135135,2.01506182008e+13,-77.33196,38.92522,KDCA,E0,20,300,0,50,0.5
4135136,2.01506182008e+13,-76.93953,39.25909,KDCA,C0,30,2,0,50,0.5
4135139,2.01506182008e+13,-77.26764,39.29193,KDCA,F1,35,336,50,90,1.25
4135140,2.01506182008e+13,-77.18559,39.26347,KDCA,K0,32,341,50,90,1.25
4135261,2.01506182009e+13,-77.17517,39.17889,KBWI,Q0,26,282,0,50,0.5
4135263,2.01506182009e+13,-77.20304,39.27759,KBWI,I0,29,293,0,70,0.5
4135266,2.01506182009e+13,-77.21036,39.25804,KBGM,X0,185,198,-999,-999,-999.0
4135349,2.0150618201e+13,-76.96021,39.25416,KCCX,W5,111,154,0,40,0.5
4135351,2.0150618201e+13,-77.18338,39.16457,KCCX,Y6,112,160,0,60,0.5
4135354,2.0150618201e+13,-77.36873,38.93044,KCCX,F6,123,166,0,70,0.5
4135356,2.0150618201e+13,-77.18897,39.26951,KCCX,W2,106,159,80,100,2.0
4135365,2.0150618201e+13,-77.20203,39.2499,KDIX,A0,136,253,-999,-999,-999.0
4135527,2.0150618201e+13,-77.17652,39.28732,KPBZ,O4,159,117,-999,-999,-999.0
4135746,2.01506182011e+13,-76.91165,39.23324,KDOX,G0,73,290,0,10,0.5
4135747,2.01506182011e+13,-77.36952,39.26858,KDOX,E1,94,287,0,20,0.5
4135749,2.01506182011e+13,-77.17931,39.17576,KDOX,A2,84,285,0,40,0.5
4135753,2.01506182011e+13,-77.35758,38.91501,KDOX,A1,90,274,10,80,0.5
4135755,2.01506182011e+13,-77.18566,39.28006,KDOX,D0,86,289,60,100,1.5
4135888,2.01506182012e+13,-77.21294,39.26435,KAKQ,J0,137,356,-999,-999,-999.0
4135898,2.01506182012e+13,-77.35862,38.93329,KAKQ,M1,118,352,10,100,0.5
4136064,2.01506182013e+13,-77.30636,38.92452,KLWX,J2,9,110,0,10,0.5
4136070,2.01506182013e+13,-77.14462,39.17626,KLWX,G3,20,53,0,50,0.75
4136073,2.01506182013e+13,-77.15671,39.26063,KLWX,F1,23,42,10,100,1.0
4136330,2.01506182014e+13,-77.13952,39.17601,KIAD,K1,19,73,0,40,0.5
4136331,2.01506182014e+13,-77.19128,39.22907,KIAD,T2,18,61,0,50,0.5
4136333,2.01506182014e+13,-77.22455,39.26844,KIAD,H0,18,52,0,70,0.5
4136404,2.01506182014e+13,-77.17652,39.28732,KPBZ,O4,159,117,-999,-999,-999.0
4136413,2.01506182014e+13,-76.90777,39.24087,KDCA,C0,29,5,0,20,0.5
4136415,2.01506182014e+13,-77.32619,39.26904,KDCA,W0,35,331,0,50,0.5
4136418,2.01506182014e+13,-77.31343,38.91694,KDCA,E0,19,300,30,80,0.75
4136419,2.01506182014e+13,-77.18949,39.24468,KDCA,I1,31,340,30,100,1.0
4136504,2.01506182015e+13,-77.16503,39.21817,KDIX,A0,135,252,-999,-999,-999.0
4136510,2.01506182015e+13,-77.13319,39.17214,KBWI,Q0,24,282,0,30,0.5
4136513,2.01506182015e+13,-77.32058,38.9127,KBWI,M0,34,252,0,80,0.5
4136514,2.01506182015e+13,-77.17089,39.25014,KBWI,I0,27,291,0,90,0.5
4136527,2.01506182015e+13,-77.3189,38.923,KCCX,F6,124,165,0,80,0.5
4136529,2.01506182015e+13,-77.18147,39.25387,KCCX,W2,107,159,40,100,1.0
4136558,2.01506182015e+13,-77.34887,39.26404,KDOX,E1,93,287,0,20,0.5
4136565,2.01506182015e+13,-77.33624,38.91419,KDOX,A1,89,274,0,80,0.5
4136566,2.01506182015e+13,-77.16523,39.27493,KDOX,D0,85,289,20,90,0.75
4136958,2.01506182017e+13,-77.15484,39.16685,KAKQ,Q1,131,357,-999,-999,-999.0
4136964,2.01506182017e+13,-77.16177,39.26686,KAKQ,J0,137,357,-999,-999,-999.0
4136968,2.01506182017e+13,-77.31237,38.92133,KAKQ,M1,117,353,0,90,0.5
4136972,2.01506182017e+13,-77.1321,39.27461,KBGM,Z0,183,197,-999,-999,-999.0
4137109,2.01506182017e+13,-77.26356,38.91909,KLWX,J2,11,108,0,60,0.5
4137110,2.01506182017e+13,-77.13804,39.24675,KLWX,F1,23,45,0,80,0.5
4137276,2.01506182018e+13,-77.13898,39.27114,KPBZ,O4,161,117,-999,-999,-999.0
4137456,2.01506182019e+13,-77.13371,39.24161,KDOX,D0,83,288,0,80,0.5
4137458,2.01506182019e+13,-77.29358,38.91255,KDOX,A1,87,274,10,70,0.75
4137606,2.0150618202e+13,-77.12466,39.22945,KDIX,A0,133,252,-999,-999,-999.0
4137714,2.0150618202e+13,-77.26857,38.91629,KCCX,F6,125,164,-999,-999,-999.0
4137719,2.0150618202e+13,-77.12838,39.23395,KCCX,W2,109,158,0,80,0.5
4137720,2.0150618202e+13,-77.08925,39.15628,KCCX,E7,114,158,0,80,0.5
4137723,2.0150618202e+13,-77.28,38.92628,KIAD,R0,15,129,0,10,0.5
4137724,2.0150618202e+13,-77.15367,39.24512,KIAD,H0,20,61,0,10,0.5
4137728,2.0150618202e+13,-77.11493,39.16961,KIAD,K1,20,75,0,70,0.5
4137767,2.0150618202e+13,-77.39339,39.10617,KDCA,M0,29,316,0,60,0.5
4137768,2.0150618202e+13,-77.09708,39.21399,KDCA,I1,28,347,10,70,0.5
4137769,2.0150618202e+13,-76.90777,39.24087,KDCA,C0,29,5,10,80,0.5
4137770,2.0150618202e+13,-77.10967,39.15976,KDCA,L1,25,344,10,90,0.5
4137773,2.0150618202e+13,-77.26987,38.90886,KDCA,E0,17,302,40,60,1.0
4137878,2.01506182021e+13,-77.1063,39.18832,KBWI,Q0,23,285,0,50,0.5
4137881,2.01506182021e+13,-77.27618,38.91443,KBWI,M0,32,251,30,80,1.0
4138106,2.01506182022e+13,-77.10823,39.21861,KAKQ,J0,134,358,-999,-999,-999.0
4138111,2.01506182022e+13,-77.38918,39.09848,KAKQ,E1,128,352,-999,-999,-999.0
4138135,2.01506182022e+13,-77.26679,38.9087,KAKQ,M1,116,354,30,90,0.75
4138191,2.01506182022e+13,-77.2447,38.91058,KLWX,J2,12,109,0,60,0.5
4138192,2.01506182022e+13,-77.10363,39.2168,KLWX,F1,23,51,0,70,0.5
4138193,2.01506182022e+13,-77.07078,39.14753,KLWX,A4,22,62,0,70,0.5
4138371,2.01506182023e+13,-77.37951,39.07644,KDOX,P0,92,280,0,20,0.5
4138377,2.01506182023e+13,-77.0961,39.15969,KDOX,G2,80,285,0,80,0.5
4138378,2.01506182023e+13,-77.25092,38.91089,KDOX,A1,85,274,20,80,0.75
4138768,2.01506182025e+13,-77.08739,39.19902,KDIX,A0,132,251,-999,-999,-999.0
4138939,2.01506182025e+13,-77.26286,38.90021,KCCX,F6,126,164,-999,-999,-999.0
4138942,2.01506182025e+13,-77.05658,39.15291,KAKQ,J0,130,359,-999,-999,-999.0
4138949,2.01506182025e+13,-77.38611,39.08196,KAKQ,E1,127,352,-999,-999,-999.0
4138960,2.01506182025e+13,-77.37266,39.08452,KCCX,P4,114,165,0,40,0.5
4138964,2.01506182025e+13,-77.06602,39.19951,KCCX,W2,112,157,0,80,0.5
4138965,2.01506182025e+13,-77.07363,39.1252,KCCX,E7,116,158,0,80,0.5
4139120,2.01506182026e+13,-77.23905,38.91299,KIAD,R0,17,127,0,30,0.5
4139122,2.01506182026e+13,-77.13711,39.21903,KIAD,H0,20,66,0,90,0.5
4139200,2.01506182026e+13,-76.93057,39.2254,KDCA,C0,28,3,0,10,0.5
4139203,2.01506182026e+13,-77.02027,39.19029,KDCA,I1,26,354,0,80,0.5
4139204,2.01506182026e+13,-77.22437,38.90222,KDCA,E0,15,305,20,20,0.75
4139268,2.01506182027e+13,-77.06791,39.17793,KDOX,G2,79,286,0,70,0.5
4139269,2.01506182027e+13,-77.2296,38.91005,KDOX,A1,84,274,20,70,0.75
4139290,2.01506182027e+13,-77.06541,39.20485,KLWX,F1,24,55,0,20,0.5
4139295,2.01506182027e+13,-77.0565,39.12446,KLWX,A4,22,66,0,60,0.5
4139305,2.01506182027e+13,-77.06483,39.17985,KBWI,Q0,21,285,0,30,0.5
4139308,2.01506182027e+13,-77.22394,38.90103,KBWI,M0,30,248,30,80,0.75
4139788,2.01506182029e+13,-77.05581,39.11953,KAKQ,J0,128,359,-999,-999,-999.0
4139799,2.01506182029e+13,-77.29202,39.09123,KAKQ,E1,127,354,-999,-999,-999.0
4139909,2.0150618203e+13,-77.05087,39.12761,KDIX,A0,132,249,-999,-999,-999.0
4140124,2.01506182031e+13,-77.04721,39.17362,KDOX,G2,78,286,0,60,0.5
4140164,2.01506182031e+13,-77.19583,39.09065,KCCX,I7,116,161,0,30,0.5
4140166,2.01506182031e+13,-77.07419,39.21494,KCCX,L7,111,157,0,40,0.5
4140167,2.01506182031e+13,-77.04155,39.15322,KCCX,W2,115,157,0,80,0.5
4140470,2.01506182032e+13,-77.19263,38.9063,KIAD,R0,19,124,0,50,0.5
4140501,2.01506182032e+13,-77.2373,39.07673,KDCA,R1,23,326,0,50,0.5
4140502,2.01506182032e+13,-77.12238,39.12163,KDCA,B2,23,341,10,40,0.75
4140503,2.01506182032e+13,-77.03058,39.13889,KDCA,A2,23,352,10,60,0.75
4140570,2.01506182033e+13,-77.0543,39.13566,KBWI,Q1,20,278,0,40,0.5
4140633,2.01506182033e+13,-77.05543,39.10284,KAKQ,J0,127,359,-999,-999,-999.0
4140974,2.01506182035e+13,-77.02572,39.10045,KDOX,G2,76,283,0,60,0.5
4141375,2.01506182036e+13,-77.00897,39.09149,KCCX,W2,119,157,20,80,0.75
4141452,2.01506182037e+13,-77.008,39.10317,KAKQ,J0,127,360,-999,-999,-999.0
