,X.ZTIME,LON,LAT,WSR_ID,CELL_ID,RANGE,AZIMUTH,SEVPROB,PROB,MAXSIZE
2036736,2.01505190026e+13,-77.27042,39.27258,KDCA,Q8,34,335,10,80,0.5
2036787,2.01505190027e+13,-77.10746,39.20193,KAKQ,S1,133,358,-999,-999,-999.0
2036928,2.01505190028e+13,-77.10744,39.19312,KDIX,F3,133,251,-999,-999,-999.0
2036929,2.01505190028e+13,-77.2589,39.27728,KDIX,L3,138,254,-999,-999,-999.0
2036965,2.01505190028e+13,-77.26648,39.28067,KIAD,D8,17,46,0,50,0.5
2037011,2.01505190029e+13,-77.10126,39.20927,KDOX,C6,81,287,0,20,0.5
2037012,2.01505190029e+13,-77.10126,39.20927,KDOX,C6,81,287,0,20,0.5
2037021,2.01505190029e+13,-77.2569,39.2707,KDOX,I6,89,288,20,70,0.75
2037022,2.01505190029e+13,-77.2569,39.2707,KDOX,I6,89,288,20,70,0.75
2037167,2.0150519003e+13,-77.088,39.20081,KLWX,K4,23,54,0,30,0.5
2037171,2.0150519003e+13,-77.24373,39.29028,KLWX,C7,22,31,0,60,0.5
2037210,2.0150519003e+13,-77.11272,39.20288,KCCX,F5,111,158,0,40,0.5
2037215,2.0150519003e+13,-77.24059,39.29042,KCCX,A0,104,160,20,80,0.75
2037224,2.0150519003e+13,-77.10405,39.19478,KBWI,V9,23,286,0,50,0.5
2037276,2.01505190031e+13,-77.10823,39.21861,KAKQ,S1,134,358,-999,-999,-999.0
2037283,2.01505190031e+13,-77.26598,39.27775,KAKQ,I3,138,355,-999,-999,-999.0
2037395,2.01505190032e+13,-77.102,39.18962,KADW,C7,32,338,0,30,0.5
2037398,2.01505190032e+13,-77.16702,39.14681,KADW,T8,31,331,0,70,0.5
2037405,2.01505190032e+13,-77.23846,39.28239,KDIX,L3,137,254,-999,-999,-999.0
2037406,2.01505190032e+13,-77.10744,39.19312,KDIX,F3,133,251,-999,-999,-999.0
2037427,2.01505190032e+13,-77.10126,39.20927,KDOX,C6,81,287,0,40,0.5
2037429,2.01505190032e+13,-77.10126,39.20927,KDOX,C6,81,287,0,40,0.5
2037435,2.01505190032e+13,-77.24695,39.29543,KDOX,I6,89,289,10,60,0.5
2037438,2.01505190032e+13,-77.24695,39.29543,KDOX,I6,89,289,10,60,0.5
2037487,2.01505190032e+13,-77.13785,39.13505,KDCA,Z8,24,340,0,20,0.5
2037488,2.01505190032e+13,-77.09683,39.17972,KDCA,C7,26,346,0,50,0.5
2037706,2.01505190034e+13,-77.08303,39.19535,KLWX,K4,23,55,0,40,0.5
2037709,2.01505190034e+13,-77.22528,39.30104,KLWX,C7,23,32,0,60,0.5
2037719,2.01505190034e+13,-77.24636,39.28841,KIAD,D8,18,47,0,20,0.5
2037751,2.01505190035e+13,-77.10489,39.18735,KCCX,F5,112,158,0,30,0.5
2037757,2.01505190035e+13,-77.24059,39.29042,KCCX,A0,104,160,0,70,0.5
2037816,2.01505190035e+13,-77.10933,39.18655,KDOX,C6,81,286,0,10,0.5
2037817,2.01505190035e+13,-77.10933,39.18655,KDOX,C6,81,286,0,10,0.5
2037828,2.01505190035e+13,-77.22652,39.29031,KDOX,I6,88,289,0,60,0.5
2037829,2.01505190035e+13,-77.22652,39.29031,KDOX,I6,88,289,0,60,0.5
2037862,2.01505190036e+13,-77.10669,39.18525,KAKQ,S1,132,358,-999,-999,-999.0
2037866,2.01505190036e+13,-77.21603,39.29765,KAKQ,I3,139,356,-999,-999,-999.0
2037872,2.01505190036e+13,-77.09365,38.90169,KAKQ,B2,115,358,0,30,0.5
2037895,2.01505190036e+13,-77.10744,39.19312,KDIX,F3,133,251,-999,-999,-999.0
2037896,2.01505190036e+13,-77.21802,39.28749,KDIX,L3,136,254,-999,-999,-999.0
2037997,2.01505190036e+13,-77.08947,39.17164,KBWI,V9,22,283,0,10,0.5
2038244,2.01505190038e+13,-77.02027,39.19029,KDCA,I9,26,354,0,30,0.5
2038245,2.01505190038e+13,-77.08738,39.1815,KDCA,C7,26,347,10,50,0.5
2038246,2.01505190038e+13,-77.22359,39.28816,KDCA,Q8,34,339,0,50,0.5
2038262,2.01505190038e+13,-77.21802,39.29743,KLWX,C7,23,33,0,40,0.5
2038281,2.01505190039e+13,-77.10933,39.18655,KDOX,C6,81,286,0,10,0.5
2038283,2.01505190039e+13,-77.10933,39.18655,KDOX,C6,81,286,0,10,0.5
2038296,2.01505190039e+13,-77.1958,39.30922,KDOX,I6,87,290,0,60,0.5
2038299,2.01505190039e+13,-77.1958,39.30922,KDOX,I6,87,290,0,60,0.5
2038352,2.01505190039e+13,-77.10744,39.19312,KDIX,F3,133,251,-999,-999,-999.0
2038354,2.01505190039e+13,-77.21802,39.28749,KDIX,L3,136,254,-999,-999,-999.0
2038383,2.0150519004e+13,-77.05786,39.18408,KCCX,F5,113,157,0,30,0.5
2038385,2.0150519004e+13,-77.24059,39.29042,KCCX,A0,104,160,0,50,0.5
2038423,2.0150519004e+13,-77.10669,39.18525,KAKQ,S1,132,358,-999,-999,-999.0
2038426,2.0150519004e+13,-77.21603,39.29765,KAKQ,I3,139,356,-999,-999,-999.0
2038455,2.0150519004e+13,-77.22,39.31532,KIAD,D8,20,46,0,10,0.5
2038712,2.01505190042e+13,-77.1958,39.30922,KDOX,I6,87,290,0,20,0.5
2038713,2.01505190042e+13,-77.06791,39.17793,KDOX,C6,79,286,0,20,0.5
2038716,2.01505190042e+13,-77.1958,39.30922,KDOX,I6,87,290,0,20,0.5
2038717,2.01505190042e+13,-77.06791,39.17793,KDOX,C6,79,286,0,20,0.5
2038748,2.01505190042e+13,-77.06483,39.17985,KBWI,V9,21,285,0,20,0.5
2038807,2.01505190043e+13,-77.19139,39.30354,KLWX,C7,24,35,0,20,0.5
2038860,2.01505190043e+13,-77.19758,39.29259,KDIX,L3,135,254,-999,-999,-999.0
2038863,2.01505190043e+13,-77.06733,39.20492,KDIX,F3,131,251,-999,-999,-999.0
2038879,2.01505190044e+13,-76.99938,39.21498,KADW,B9,32,347,0,60,0.5
2038950,2.01505190044e+13,-77.03958,39.18844,KDCA,C7,26,352,0,30,0.5
2038954,2.01505190044e+13,-77.21167,39.29165,KDCA,Q8,34,340,0,60,0.5
2038972,2.01505190044e+13,-77.01892,39.19687,KCCX,F5,113,156,0,10,0.5
2038980,2.01505190044e+13,-77.20398,39.30077,KCCX,A0,104,159,0,40,0.5
2038994,2.01505190045e+13,-77.008,39.22001,KAKQ,E2,134,0,-999,-999,-999.0
2038998,2.01505190045e+13,-77.21603,39.29765,KAKQ,I3,139,356,-999,-999,-999.0
2039080,2.01505190045e+13,-77.03941,39.1955,KDOX,C6,78,287,0,20,0.5
2039084,2.01505190045e+13,-77.03941,39.1955,KDOX,C6,78,287,0,20,0.5
2039091,2.01505190045e+13,-77.20609,39.28519,KDOX,I6,87,289,0,60,0.5
2039093,2.01505190045e+13,-77.20609,39.28519,KDOX,I6,87,289,0,60,0.5
2039223,2.01505190046e+13,-77.20002,39.29796,KIAD,D8,20,50,0,10,0.5
2039296,2.01505190047e+13,-77.19758,39.29259,KDIX,L3,135,254,-999,-999,-999.0
2039298,2.01505190047e+13,-77.04728,39.21082,KDIX,F3,130,251,-999,-999,-999.0
2039310,2.01505190047e+13,-77.18408,39.29947,KLWX,C7,24,36,0,50,0.5
2039476,2.01505190049e+13,-77.03595,38.92415,KDOX,G7,75,275,0,30,0.5
2039477,2.01505190049e+13,-77.03595,38.92415,KDOX,G7,75,275,0,30,0.5
2039484,2.01505190049e+13,-77.17548,39.30382,KDOX,I6,86,290,0,60,0.5
2039487,2.01505190049e+13,-77.17548,39.30382,KDOX,I6,86,290,0,60,0.5
2039516,2.01505190049e+13,-77.19647,39.28514,KCCX,A0,105,159,0,50,0.5
2039537,2.01505190049e+13,-77.16408,39.3002,KAKQ,I3,139,357,-999,-999,-999.0
2039538,2.01505190049e+13,-77.008,39.20332,KAKQ,E2,133,360,-999,-999,-999.0
2039588,2.0150519005e+13,-77.05328,38.9271,KADW,Y7,17,325,0,20,0.5
2039662,2.0150519005e+13,-77.1876,39.29815,KDCA,Q8,34,342,10,80,0.5
2039736,2.01505190051e+13,-77.02721,39.21671,KDIX,F3,129,251,-999,-999,-999.0
2039737,2.01505190051e+13,-77.17714,39.29768,KDIX,L3,134,254,-999,-999,-999.0
2039861,2.01505190052e+13,-77.16389,39.30858,KLWX,C7,25,37,0,50,0.5
2039912,2.01505190052e+13,-77.01061,39.21239,KDOX,C6,77,288,0,10,0.5
2039914,2.01505190052e+13,-77.01061,39.21239,KDOX,C6,77,288,0,10,0.5
2039923,2.01505190052e+13,-77.17548,39.30382,KDOX,I6,86,290,0,40,0.5
2039925,2.01505190052e+13,-77.17548,39.30382,KDOX,I6,86,290,0,40,0.5
2039939,2.01505190052e+13,-77.18609,39.28425,KIAD,D8,20,53,0,20,0.5
2040041,2.01505190053e+13,-77.18897,39.26951,KCCX,A0,106,159,0,50,0.5
2040098,2.01505190054e+13,-77.008,39.20332,KAKQ,E2,133,0,-999,-999,-999.0
2040100,2.01505190054e+13,-77.16177,39.26686,KAKQ,I3,137,357,-999,-999,-999.0
2040105,2.01505190054e+13,-77.05198,38.95265,KAKQ,B2,118,359,0,10,0.5
2040163,2.01505190054e+13,-77.23816,39.18898,KBWI,U2,29,282,0,60,0.5
2040164,2.01505190054e+13,-77.18084,39.22787,KBWI,G4,27,288,20,60,0.75
2040165,2.01505190054e+13,-77.16573,39.3008,KBWI,M1,28,297,20,70,0.75
2040181,2.01505190055e+13,-77.16503,39.21817,KDIX,I4,135,252,-999,-999,-999.0
2040297,2.01505190056e+13,-77.15351,39.35089,KDOX,H9,86,292,0,10,0.5
2040299,2.01505190056e+13,-77.15351,39.35089,KDOX,H9,86,292,0,10,0.5
2040306,2.01505190056e+13,-76.99011,39.20751,KDOX,C6,76,288,0,30,0.5
2040307,2.01505190056e+13,-76.99011,39.20751,KDOX,C6,76,288,0,30,0.5
2040317,2.01505190056e+13,-77.17476,39.25132,KDOX,I6,85,288,20,80,0.75
2040319,2.01505190056e+13,-77.17476,39.25132,KDOX,I6,85,288,20,80,0.75
2040333,2.01505190056e+13,-77.15287,39.31749,KADW,K8,40,339,20,90,0.75
2040387,2.01505190056e+13,-77.14603,39.33984,KLWX,C7,27,36,20,70,1.0
2040415,2.01505190056e+13,-76.94255,39.19242,KDCA,C7,26,2,0,20,0.5
2040418,2.01505190056e+13,-77.20498,39.20402,KDCA,N0,29,337,0,50,0.5
2040419,2.01505190056e+13,-77.15657,39.32275,KDCA,Q8,35,345,0,60,0.5
2040420,2.01505190056e+13,-77.17855,39.24771,KDCA,V0,31,341,0,70,0.5
2040548,2.01505190058e+13,-77.12969,39.39596,KCCX,T1,100,156,0,40,0.5
2040552,2.01505190058e+13,-77.17397,39.23824,KCCX,A0,108,159,20,80,0.5
2040614,2.01505190058e+13,-76.92828,39.20765,KIAD,W9,29,75,0,10,0.5
2040616,2.01505190058e+13,-77.15733,39.2502,KIAD,D8,20,60,30,60,0.75
2040620,2.01505190058e+13,-77.18172,39.25527,KDIX,I4,135,253,-999,-999,-999.0
2040663,2.01505190059e+13,-77.15945,39.23352,KAKQ,I3,135,357,-999,-999,-999.0
2040712,2.01505190059e+13,-76.9696,39.20262,KDOX,C6,75,288,0,10,0.5
2040715,2.01505190059e+13,-76.9696,39.20262,KDOX,C6,75,288,0,10,0.5
2040719,2.01505190059e+13,-77.13344,39.34493,KDOX,H9,85,292,0,20,0.5
2040721,2.01505190059e+13,-77.13344,39.34493,KDOX,H9,85,292,0,20,0.5
2040734,2.01505190059e+13,-77.15423,39.24647,KDOX,I6,84,288,30,70,0.75
2040735,2.01505190059e+13,-77.15423,39.24647,KDOX,I6,84,288,30,70,0.75
2040825,2.015051901e+13,-77.13804,39.24675,KLWX,Q9,23,45,20,80,1.0
2040835,2.015051901e+13,-76.92149,39.19537,KBWI,C4,15,295,0,30,0.5
2040837,2.015051901e+13,-77.15417,39.23715,KBWI,G4,26,290,50,90,1.25
2041018,2.01505190102e+13,-76.96043,39.20417,KADW,C7,31,350,0,50,0.5
2041020,2.01505190102e+13,-77.11663,39.27463,KADW,K8,37,340,20,80,0.75
2041021,2.01505190102e+13,-77.14681,39.24736,KADW,M9,36,337,30,90,0.75
2041082,2.01505190102e+13,-77.16503,39.21817,KDIX,I4,135,252,-999,-999,-999.0
2041092,2.01505190102e+13,-76.90373,39.19029,KDCA,C7,26,6,0,20,0.5
2041094,2.01505190102e+13,-77.15421,39.21889,KDCA,N0,29,342,40,90,1.0
2041141,2.01505190102e+13,-77.12439,39.26466,KDOX,I6,83,289,30,80,0.75
2041142,2.01505190102e+13,-77.12439,39.26466,KDOX,I6,83,289,30,80,0.75
2041160,2.01505190102e+13,-77.15899,39.20697,KCCX,A0,110,159,30,90,0.75
2041196,2.01505190103e+13,-77.1583,39.21686,KAKQ,I3,134,357,-999,-999,-999.0
2041307,2.01505190104e+13,-77.15013,39.24,KIAD,D8,20,62,0,70,0.5
2041316,2.01505190104e+13,-77.11706,39.38531,KLWX,C7,30,35,0,10,0.5
2041324,2.01505190104e+13,-77.13202,39.24195,KLWX,Q9,23,46,0,80,0.5
2041406,2.01505190105e+13,-77.15008,39.222,KPBZ,J7,162,118,-999,-999,-999.0
2041480,2.01505190106e+13,-77.10185,39.36173,KDOX,E9,84,293,0,50,0.5
2041481,2.01505190106e+13,-77.10185,39.36173,KDOX,E9,84,293,0,50,0.5
2041488,2.01505190106e+13,-77.12439,39.26466,KDOX,I6,83,289,10,90,0.5
2041489,2.01505190106e+13,-77.12439,39.26466,KDOX,I6,83,289,10,90,0.5
2041515,2.01505190106e+13,-77.14485,39.22381,KDIX,I4,134,252,-999,-999,-999.0
2041556,2.01505190106e+13,-77.12187,39.32761,KBWI,W3,27,302,0,40,0.5
2041557,2.01505190106e+13,-77.13997,39.21774,KBWI,G4,25,288,10,80,0.5
2041638,2.01505190107e+13,-77.12055,39.21842,KCCX,A0,110,158,0,80,0.5
2041662,2.01505190108e+13,-77.1141,39.23972,KADW,M9,35,339,0,80,0.5
2041683,2.01505190108e+13,-77.10977,39.25197,KAKQ,I3,136,358,-999,-999,-999.0
2041706,2.01505190108e+13,-76.94255,39.19242,KDCA,W0,26,2,0,10,0.5
2041716,2.01505190108e+13,-77.12295,39.26061,KDCA,N0,31,346,20,100,0.75
2041771,2.01505190109e+13,-77.09521,39.39366,KLWX,C7,31,36,0,20,0.5
2041775,2.01505190109e+13,-77.11037,39.24841,KLWX,Q9,24,47,0,70,0.5
2041828,2.01505190109e+13,-77.10397,39.25952,KDOX,I6,82,289,0,80,0.5
2041829,2.01505190109e+13,-77.10397,39.25952,KDOX,I6,82,289,0,80,0.5
2041949,2.0150519011e+13,-77.12466,39.22945,KDIX,I4,133,252,-999,-999,-999.0
2041976,2.0150519011e+13,-77.13151,39.21366,KPBZ,J7,163,118,-999,-999,-999.0
2042043,2.0150519011e+13,-77.10838,39.24983,KIAD,D8,22,63,0,20,0.5
2042099,2.01505190111e+13,-77.09053,39.2458,KCCX,A0,109,157,0,70,0.5
2042151,2.01505190112e+13,-77.11067,39.23247,KBWI,G4,24,291,0,60,0.5
2042173,2.01505190112e+13,-77.08356,39.25438,KDOX,I6,81,289,0,60,0.5
2042175,2.01505190112e+13,-77.08356,39.25438,KDOX,I6,81,289,0,60,0.5
2042180,2.01505190112e+13,-77.10977,39.25197,KAKQ,I3,136,358,-999,-999,-999.0
2042255,2.01505190113e+13,-77.08426,39.29926,KLWX,Q9,27,44,0,30,0.5
2042282,2.01505190114e+13,-77.08428,39.24071,KDIX,I4,131,252,-999,-999,-999.0
2042309,2.01505190114e+13,-77.08376,39.26585,KADW,M9,36,342,0,60,0.5
2042379,2.01505190114e+13,-77.09308,39.28288,KDCA,N0,32,349,0,70,0.5
2042451,2.01505190115e+13,-77.10145,39.25496,KPBZ,J7,163,117,-999,-999,-999.0
2042536,2.01505190116e+13,-77.09053,39.2458,KCCX,A0,109,157,0,60,0.5
2042557,2.01505190116e+13,-77.07395,39.27674,KDOX,I6,81,290,0,40,0.5
2042558,2.01505190116e+13,-77.07395,39.27674,KDOX,I6,81,290,0,40,0.5
2042579,2.01505190116e+13,-77.09315,39.26329,KIAD,D8,23,62,0,20,0.5
2042674,2.01505190117e+13,-77.05928,39.26973,KAKQ,I3,137,359,-999,-999,-999.0
2042695,2.01505190117e+13,-77.06408,39.24633,KDIX,I4,130,252,-999,-999,-999.0
2042713,2.01505190118e+13,-77.0723,39.26545,KLWX,Q9,26,48,0,10,0.5
2042780,2.01505190118e+13,-77.0773,39.25127,KBWI,G4,23,295,0,20,0.5
2042870,2.01505190119e+13,-77.07395,39.27674,KDOX,I6,81,290,0,50,0.5
2042872,2.01505190119e+13,-77.07395,39.27674,KDOX,I6,81,290,0,50,0.5
2042890,2.01505190119e+13,-77.12021,39.26306,KPBZ,J7,162,117,-999,-999,-999.0
2042931,2.0150519012e+13,-76.90106,39.19349,KADW,C7,30,355,0,10,0.5
2042934,2.0150519012e+13,-77.0394,39.25875,KADW,M9,35,345,0,70,0.5
2042944,2.0150519012e+13,-77.05293,39.25814,KCCX,A0,109,156,0,50,0.5
2042977,2.0150519012e+13,-77.02376,39.30733,KDCA,Z1,33,355,0,60,0.5
2042978,2.0150519012e+13,-77.07378,39.25175,KDCA,N0,30,350,0,60,0.5
2043017,2.01505190121e+13,-77.0801,39.28207,KDIX,I4,130,253,-999,-999,-999.0
2043055,2.01505190122e+13,-77.05928,39.26973,KAKQ,I3,137,359,-999,-999,-999.0
2043074,2.01505190122e+13,-77.05629,39.27655,KLWX,Q9,27,48,0,20,0.5
2043137,2.01505190122e+13,-77.07415,39.27105,KIAD,D8,24,62,0,20,0.5
2043138,2.01505190122e+13,-77.08911,39.32234,KIAD,S1,25,55,0,30,0.5
2043194,2.01505190123e+13,-77.05365,39.27132,KDOX,I6,80,290,0,40,0.5
2043196,2.01505190123e+13,-77.05365,39.27132,KDOX,I6,80,290,0,40,0.5
2043315,2.01505190124e+13,-77.06145,39.27346,KCCX,A0,108,156,0,40,0.5
2043327,2.01505190124e+13,-77.09676,39.14014,KBWI,G5,22,278,0,10,0.5
2043385,2.01505190125e+13,-77.05977,39.28742,KDIX,I4,129,253,-999,-999,-999.0
2043450,2.01505190126e+13,-77.08313,39.1775,KADW,X0,31,339,10,70,0.5
2043461,2.01505190126e+13,-77.09162,39.16354,KDCA,I2,25,346,0,30,0.5
2043463,2.01505190126e+13,-76.99909,39.30868,KDCA,Z1,33,357,0,60,0.5
2043464,2.01505190126e+13,-77.03782,39.23909,KDCA,N0,29,353,0,70,0.5
2043466,2.01505190126e+13,-77.02658,39.2753,KLWX,Q9,28,50,0,20,0.5
2043501,2.01505190127e+13,-77.008,39.27009,KAKQ,I3,137,360,-999,-999,-999.0
2043531,2.01505190127e+13,-77.03335,39.26589,KDOX,I6,79,290,0,50,0.5
2043533,2.01505190127e+13,-77.03335,39.26589,KDOX,I6,79,290,0,50,0.5
2043716,2.01505190128e+13,-77.00677,39.25578,KCCX,A0,110,155,0,60,0.5
2043721,2.01505190129e+13,-77.03943,39.29277,KDIX,I4,128,253,-999,-999,-999.0
2043833,2.0150519013e+13,-76.97094,39.23045,KBWI,E5,18,298,0,60,0.5
2043849,2.0150519013e+13,-77.00193,39.23377,KDOX,I6,77,289,0,70,0.5
2043850,2.0150519013e+13,-77.00193,39.23377,KDOX,I6,77,289,0,70,0.5
2043865,2.01505190131e+13,-77.00712,39.25608,KLWX,Q9,28,53,0,40,0.5
2043905,2.01505190131e+13,-77.008,39.23671,KAKQ,I3,135,0,-999,-999,-999.0
2043955,2.01505190132e+13,-77.07228,39.18068,KADW,X0,31,340,0,70,0.5
2043956,2.01505190132e+13,-76.98421,39.25162,KADW,D1,34,349,60,80,1.25
2043999,2.01505190132e+13,-77.06835,39.18467,KDCA,H3,26,349,10,60,0.5
2044001,2.01505190132e+13,-77.01623,39.24087,KDCA,N0,29,355,40,80,1.0
2044072,2.01505190132e+13,-76.98708,39.22848,KDIX,B6,127,251,-999,-999,-999.0
2044091,2.01505190133e+13,-77.01892,39.19687,KCCX,A0,113,156,0,70,0.5
2044155,2.01505190134e+13,-77.01926,39.25928,KIAD,D8,26,66,0,70,0.5
2044156,2.01505190134e+13,-77.03435,39.19329,KIAD,V2,24,74,0,70,0.5
2044222,2.01505190135e+13,-76.98899,39.2361,KLWX,Q9,28,56,0,50,0.5
2044294,2.01505190136e+13,-77.008,39.22001,KAKQ,I3,134,0,-999,-999,-999.0
2044307,2.01505190136e+13,-76.967,39.23436,KDIX,B6,126,251,-999,-999,-999.0
2044312,2.01505190136e+13,-76.98655,39.2431,KBWI,E5,19,299,0,70,0.5
2044359,2.01505190137e+13,-76.98154,39.22861,KDOX,I6,76,289,0,70,0.5
2044361,2.01505190137e+13,-76.98154,39.22861,KDOX,I6,76,289,0,70,0.5
2044434,2.01505190137e+13,-76.98909,39.22538,KCCX,A0,112,155,0,70,0.5
2044476,2.01505190138e+13,-77.09843,39.09951,KADW,E2,27,334,10,30,0.5
2044477,2.01505190138e+13,-76.99218,39.23333,KADW,D1,33,348,0,90,0.5
2044496,2.01505190138e+13,-76.99343,39.2254,KDCA,N0,28,357,10,90,0.5
2044583,2.01505190139e+13,-76.98325,39.22928,KLWX,Q9,28,57,0,60,0.5
2044669,2.0150519014e+13,-76.98154,39.22861,KDOX,I6,76,289,0,60,0.5
2044670,2.0150519014e+13,-76.98154,39.22861,KDOX,I6,76,289,0,60,0.5
2044672,2.0150519014e+13,-76.967,39.23436,KDIX,B6,126,251,-999,-999,-999.0
2044726,2.01505190141e+13,-76.95749,39.23635,KAKQ,I3,135,1,-999,-999,-999.0
2044807,2.01505190142e+13,-76.95104,39.23907,KCCX,A0,112,154,0,50,0.5
2044811,2.01505190142e+13,-76.97403,39.22579,KBWI,G5,18,297,0,10,0.5
2044928,2.01505190143e+13,-76.98154,39.22861,KDOX,I6,76,289,0,40,0.5
2044929,2.01505190143e+13,-76.98154,39.22861,KDOX,I6,76,289,0,40,0.5
2044946,2.01505190144e+13,-76.97224,39.21541,KLWX,Q9,28,59,0,40,0.5
2044968,2.01505190144e+13,-77.03327,39.12068,KADW,E2,27,341,0,30,0.5
2044969,2.01505190144e+13,-76.94899,39.20567,KADW,D1,31,351,0,60,0.5
2044973,2.01505190144e+13,-76.94693,39.24024,KDIX,B6,125,251,-999,-999,-999.0
2045015,2.01505190144e+13,-76.95189,39.20929,KDCA,T3,27,1,0,20,0.5
2045099,2.01505190146e+13,-76.95788,39.21966,KAKQ,I3,134,1,-999,-999,-999.0
2045162,2.01505190147e+13,-76.95104,39.23907,KCCX,A0,112,154,0,30,0.5
2045257,2.01505190148e+13,-76.94693,39.24024,KDIX,B6,125,251,-999,-999,-999.0
2045266,2.01505190148e+13,-76.96698,39.20836,KLWX,Q9,28,60,0,10,0.5
2045394,2.0150519015e+13,-76.96772,39.18615,KADW,D1,30,349,0,30,0.5
2045423,2.0150519015e+13,-76.9696,39.20262,KDOX,I6,75,288,0,20,0.5
2045424,2.0150519015e+13,-76.9696,39.20262,KDOX,I6,75,288,0,20,0.5
2045439,2.0150519015e+13,-76.94255,39.19242,KDCA,T3,26,2,0,20,0.5
2045440,2.0150519015e+13,-77.08717,39.07796,KDCA,Q4,20,343,0,30,0.5
2045466,2.01505190151e+13,-76.95865,39.18628,KAKQ,I3,132,1,-999,-999,-999.0
2045566,2.01505190151e+13,-76.95,39.20015,KDIX,B6,126,250,-999,-999,-999.0
2045572,2.01505190151e+13,-76.94188,39.22399,KCCX,A0,113,154,0,40,0.5
2045641,2.01505190154e+13,-76.95699,39.17708,KDOX,I6,74,287,0,20,0.5
2045643,2.01505190154e+13,-76.95699,39.17708,KDOX,I6,74,287,0,20,0.5
2045788,2.01505190155e+13,-76.93007,39.2063,KDIX,B6,125,250,-999,-999,-999.0
2045858,2.01505190156e+13,-77.008,39.13655,KAKQ,I3,129,0,-999,-999,-999.0
2045871,2.01505190156e+13,-77.06265,39.07575,KADW,J4,25,336,0,10,0.5
2045872,2.01505190156e+13,-76.93451,39.1905,KADW,Y2,30,352,0,20,0.5
2045873,2.01505190156e+13,-76.97996,39.15,KADW,D1,28,347,10,40,0.5
2045882,2.01505190156e+13,-76.9626,39.17976,KCCX,A0,115,155,0,30,0.5
2045896,2.01505190156e+13,-76.98779,39.14211,KDCA,T3,23,357,0,10,0.5
2045898,2.01505190156e+13,-77.05831,39.08401,KDCA,Q4,20,347,0,30,0.5
2045915,2.01505190157e+13,-76.95699,39.17708,KDOX,I6,74,287,0,20,0.5
2045920,2.01505190157e+13,-76.95699,39.17708,KDOX,I6,74,287,0,20,0.5
2046026,2.01505190159e+13,-76.94307,39.17211,KLWX,Q9,28,65,0,30,0.5
2046041,2.01505190159e+13,-76.93224,39.16617,KDIX,B6,126,249,-999,-999,-999.0
2046164,2.015051902e+13,-76.93639,39.17247,KDOX,I6,73,287,0,30,0.5
2046167,2.015051902e+13,-76.93639,39.17247,KDOX,I6,73,287,0,30,0.5
2046178,2.015051902e+13,-76.95942,39.15291,KAKQ,I3,130,1,-999,-999,-999.0
2046213,2.01505190201e+13,-76.9144,39.17873,KCCX,A0,116,154,0,30,0.5
2046265,2.01505190202e+13,-76.95537,39.13704,KADW,D1,27,349,10,40,0.75
2046274,2.01505190202e+13,-77.02159,39.08934,KDCA,Q4,20,352,0,10,0.5
2046298,2.01505190203e+13,-76.91246,39.17258,KDIX,B6,125,249,-999,-999,-999.0
2046335,2.01505190203e+13,-76.95063,39.14348,KLWX,Q9,27,68,0,20,0.5
2046378,2.01505190204e+13,-76.94372,39.152,KDOX,I6,73,286,0,30,0.5
2046380,2.01505190204e+13,-76.94372,39.152,KDOX,I6,73,286,0,30,0.5
2046512,2.01505190205e+13,-76.9598,39.13622,KAKQ,I3,129,1,-999,-999,-999.0
2046554,2.01505190206e+13,-76.90525,39.16364,KCCX,A0,117,154,0,60,0.5
2046560,2.01505190206e+13,-76.91197,39.16953,KBWI,C8,14,290,0,50,0.5
2046601,2.01505190207e+13,-76.94372,39.152,KDOX,I6,73,286,0,50,0.5
2046602,2.01505190207e+13,-76.94372,39.152,KDOX,I6,73,286,0,50,0.5
2046628,2.01505190207e+13,-76.94698,39.13615,KLWX,Q9,27,69,0,50,0.5
2046646,2.01505190208e+13,-76.90772,39.15947,KADW,D1,28,354,0,60,0.5
2046685,2.01505190208e+13,-76.93621,39.14211,KDCA,W5,23,3,20,70,0.75
2046812,2.0150519021e+13,-76.91162,39.1352,KAKQ,I3,129,2,-999,-999,-999.0
2046864,2.01505190211e+13,-76.92302,39.14766,KDOX,I6,72,286,0,60,0.5
2046867,2.01505190211e+13,-76.92302,39.14766,KDOX,I6,72,286,0,60,0.5
2046902,2.01505190212e+13,-76.92333,39.13438,KLWX,Q9,28,70,0,40,0.5
2046933,2.01505190212e+13,-76.92907,39.10591,KBWI,W8,14,274,0,10,0.5
2046934,2.01505190212e+13,-77.05933,38.9868,KBWI,D1,21,253,0,10,0.5
2047033,2.01505190214e+13,-77.05229,38.9866,KADW,G6,20,331,0,20,0.5
2047067,2.01505190214e+13,-76.9298,39.12738,KDOX,I6,72,285,0,60,0.5
2047069,2.01505190214e+13,-76.9298,39.12738,KDOX,I6,72,285,0,60,0.5
2047075,2.01505190214e+13,-76.91049,39.14053,KDCA,W5,23,6,0,50,0.5
2047092,2.01505190215e+13,-76.91239,39.11852,KAKQ,I3,128,2,-999,-999,-999.0
2047274,2.01505190217e+13,-76.90902,39.12332,KDOX,I6,71,285,10,60,0.5
2047275,2.01505190217e+13,-76.90902,39.12332,KDOX,I6,71,285,10,60,0.5
